Data Set Name,Display Name,Code,Schema,Table Name,Column Name,Field Type
Community Health Visits,Incident Calendar Quarter,,dbo,DSV_Dim_Incident_Date,Incident_Quarter,Number
Community Health Visits,Incident Calendar Week,,dbo,DSV_Dim_Incident_Date,Incident_Calendar_Week,Number
Community Health Visits,Incident Cardiac Rhythm ECG Finding Codes List (eVitals.03),eVitals.03,DwEms,Dim_Incident,Incident_Cardiac_Rhythm_ECG_Finding_Codes_List,Text
Community Health Visits,Incident Cardiac Rhythm ECG Finding List (eVitals.03),eVitals.03,DwEms,Dim_Incident,Incident_Cardiac_Rhythm_ECG_Finding_List,Text
Community Health Visits,Incident Comments,,dbo,DSV_Dim_Incident_Date,Incident_Comments,Text
Community Health Visits,Incident Complaint Reported By Dispatch/Dispatch Reason (eDispatch.01),eDispatch.01,DwEms,Dim_Incident,Incident_Complaint_Reported_By_Dispatch,Text
Community Health Visits,Incident CPAP Done Before Intubation Flag,,DwEms,Dim_Incident_One_To_One,Incident_CPAP_Done_Before_Intubation_Flag,Boolean
Community Health Visits,Incident Crew Member First Name (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_First_Name,Text
Community Health Visits,Incident Crew Member Full Name (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_Full_Name,Text
Community Health Visits,Incident Crew Member Full Name And ID (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_Full_Name_and_ID,Text
Community Health Visits,Incident Crew Member Full Name And ID List (eCrew.01),eCrew.01,DwEms,Dim_Incident,Incident_Crew_Member_Full_Name_and_ID_List,Text
Community Health Visits,Incident Crew Member Full Name And Level (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_Full_Name_and_Level,Text
Community Health Visits,Incident Crew Member Full Name And Level List (eCrew.01),eCrew.01,DwEms,Dim_Incident,Incident_Crew_Member_Full_Name_and_Level_List,Text
Community Health Visits,Incident Crew Member Full Name List (eCrew.01),eCrew.01,DwEms,Dim_Incident,Incident_Crew_Member_Full_Name_List,Text
Community Health Visits,Incident Crew Member ID (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_ID,Text
Community Health Visits,Incident Crew Member ID Completing This Report (eOther.08),eOther.08,DwEms,Dim_Incident,Incident_Crew_Member_ID_Completing_This_Report,Text
Community Health Visits,Incident Crew Member ID List (eCrew.01),eCrew.01,DwEms,Dim_Incident,Incident_Crew_Member_ID_List,Text
Community Health Visits,Incident Crew Member Last Name (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_Last_Name,Text
Community Health Visits,Incident Crew Member Last Name First Name (eCrew.01),eCrew.01,DwEms,Dim_CrewMember,Incident_Crew_Member_Last_Name_First_Name,Text
Community Health Visits,Incident Crew Member Level (eCrew.02),eCrew.02,DwEms,Dim_CrewMember,Incident_Crew_Member_Level,Text
Community Health Visits,Incident Crew Member Level List (eCrew.02),eCrew.02,DwEms,Dim_Incident,Incident_Crew_Member_Level_List,Text
Community Health Visits,Incident Crew Member Name Completing This Report (eOther.08),eOther.08,DwEms,Dim_Incident,Incident_Crew_Member_Name_Completing_This_Report,Text
Community Health Visits,Incident Crew Member Response Role List (eCrew.03),eCrew.03,DwEms,Dim_CrewMember,Incident_Crew_Member_Response_Role_List,Text
Community Health Visits,Incident Crew Members Used Personal Protective Equipment (eOther.03),eOther.03,DwEms,Dim_Incident,Incident_Crew_Members_Used_Personal_Protective_Equipment,Text
Community Health Visits,Incident Date,,dbo,DSV_Dim_Incident_Date,Incident_Date,Date
Community Health Visits,Incident Date - Day Name,,dbo,DSV_Dim_Incident_Date,Incident_Year_Date_Day_Name,Text
Community Health Visits,Incident Date Name,,dbo,DSV_Dim_Incident_Date,Incident_Date_Name,Text
Community Health Visits,Incident Date Time,,DwEms,Dim_Incident,Incident_Date_Time,Date/Time
Community Health Visits,Incident Day Name,,dbo,DSV_Dim_Incident_Date,Incident_Day_Name,Text
Community Health Visits,Incident Day Name - Date,,dbo,DSV_Dim_Incident_Date,Incident_Year_Day_Name_Date,Text
Community Health Visits,Incident Day Of Month,,dbo,DSV_Dim_Incident_Date,Incident_Day_Of_Month,Number
Community Health Visits,Incident Day Of Week Number,,dbo,DSV_Dim_Incident_Date,Incident_DayOfWeek,Number
Community Health Visits,Incident Day Of Week Number And Name,,dbo,DSV_Dim_Incident_Date,Incident_Day_Of_Week_Number_And_Name,Text
Community Health Visits,Incident Day Of Year,,dbo,DSV_Dim_Incident_Date,Incident_Day_Of_Year,Number
Community Health Visits,Incident Days To Enter Record,,DwEms,Fact_Incident,Incident_Days_To_Enter_Record,Number
Community Health Visits,Incident Days To Enter Record Range,,DwEms,Dim_Incident,Incident_Days_To_Enter_Record_Range,Text
Community Health Visits,Incident Days To Enter Record Range Sort Order,,DwEms,Dim_Incident,Incident_Days_To_Enter_Record_Range_Sort_Order,Number
Community Health Visits,Incident Definitive Care Arrival Date Time (itTimes.013),itTimes.013,DwEms,Dim_Incident,Incident_Definitive_Care_Arrival_Date_Time,Date/Time
Community Health Visits,Incident Definitive Care Diversion Date Time (itTimes.014),itTimes.014,DwEms,Dim_Incident,Incident_Definitive_Care_Diversion_Date_Time,Date/Time
Community Health Visits,Incident Destination Patient Transfer Of Care Date Time (eTimes.12),eTimes.12,DwEms,Dim_Incident,Incident_Destination_Patient_Transfer_Of_Care_Date_Time,Date/Time
Community Health Visits,Incident Destination Patient Transfer Of Care Date Time With Not Values (eTimes.12),eTimes.12,DwEms,Dim_Incident,Incident_Destination_Patient_Transfer_Of_Care_Date_Time_With_Not_Values,Text
Community Health Visits,Incident Dispatch Acknowledged Date Time (eTimes.04),eTimes.04,DwEms,Dim_Incident,Incident_Dispatch_Acknowledged_Date_Time,Date/Time
Community Health Visits,Incident Dispatch Center Name Or ID (eDispatch.04),eDispatch.04,DwEms,Dim_Incident,Incident_Dispatch_Center_Name_Or_ID,Text
Community Health Visits,Incident Dispatch Level (itDispatch.002),itDispatch.002,DwEms,Dim_Incident,Incident_Dispatch_Level,Text
Community Health Visits,Incident Dispatch Notified Date Time (eTimes.02),eTimes.02,DwEms,Dim_Incident,Incident_Dispatch_Notified_Date_Time,Date/Time
Community Health Visits,Incident Dispatch Notified To Incident Record Created In Hours,,DwEms,Fact_Incident,Incident_DispatchNotified_To_IncidentRecordCreated_In_Hours,Number
Community Health Visits,Incident Dispatch Notified To Incident Record Created In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_IncidentRecordCreated_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit Arrived At Patient In HHMMSS,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedAtPatient_In_HHMMSS,Text
Community Health Visits,Incident Dispatch Notified To Unit Arrived At Patient In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedAtPatient_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit Arrived At Patient In Seconds,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedAtPatient_In_Seconds,Number
Community Health Visits,Incident Dispatch Notified To Unit Arrived On Scene In HHMMSS,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedOnScene_In_HHMMSS,Text
Community Health Visits,Incident Dispatch Notified To Unit Arrived On Scene In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedOnScene_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit Arrived On Scene In Seconds,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitArrivedOnScene_In_Seconds,Number
Community Health Visits,Incident Dispatch Notified To Unit Cancelled In HHMMSS,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitCancelled_In_HHMMSS,Text
Community Health Visits,Incident Dispatch Notified To Unit Cancelled In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitCancelled_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit Cancelled In Seconds,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitCancelled_In_Seconds,Number
Community Health Visits,Incident Dispatch Notified To Unit En Route In HHMMSS,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitEnRoute_In_HHMMSS,Text
Community Health Visits,Incident Dispatch Notified To Unit En Route In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitEnRoute_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit En Route In Seconds,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitEnRoute_In_Seconds,Number
Community Health Visits,Incident Dispatch Notified To Unit Notified By Dispatch In HHMMSS,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitNotifiedByDispatch_In_HHMMSS,Text
Community Health Visits,Incident Dispatch Notified To Unit Notified By Dispatch In Minutes,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitNotifiedByDispatch_In_Minutes,Number
Community Health Visits,Incident Dispatch Notified To Unit Notified By Dispatch In Seconds,,DwEms,Fact_Incident,Incident_DispatchNotified_To_UnitNotifiedByDispatch_In_Seconds,Number
Community Health Visits,Incident Dispatch Notified To Unit Notified By Dispatch Range In Minutes,,DwEms,Fact_Incident,Incident_Dispatch_Notified_To_Unit_Notified_By_Dispatch_Range_In_Minutes,Text
Community Health Visits,Incident Dispatch Notified To Unit Notified By Dispatch Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_Dispatch_Notified_To_Unit_Notified_By_Dispatch_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Dispatch Priority Patient Acuity (eDispatch.05),eDispatch.05,DwEms,Dim_Incident,Incident_Dispatch_Priority_Patient_Acuity,Text
Community Health Visits,Incident ED Departure Date Time (itTimes.011),itTimes.011,DwEms,Dim_Incident,Incident_ED_Departure_Date_Time,Date/Time
Community Health Visits,Incident ED Diversion Date Time (itTimes.010),itTimes.010,DwEms,Dim_Incident,Incident_ED_Diversion_Date_Time,Date/Time
Community Health Visits,Incident Eight Hour Range Of Day 12,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_EightHourRangeOfDay12,Text
Community Health Visits,Incident Eight Hour Range Of Day 24,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_EightHourRangeOfDay24,Text
Community Health Visits,Incident EMD Card Number (eDispatch.03),eDispatch.03,DwEms,Dim_Incident,Incident_EMD_Card_Number,Text
Community Health Visits,Incident EMD Performed (eDispatch.02),eDispatch.02,DwEms,Dim_Incident,Incident_EMD_Performed,Text
Community Health Visits,Incident EMS Call Completed Date Time (eTimes.16),eTimes.16,DwEms,Dim_Incident,Incident_EMS_Call_Completed_Date_Time,Date/Time
Community Health Visits,Incident First CAD Download Date Time,,DwEms,Dim_Incident_One_To_One,Incident_First_CAD_Download_Date_Time,Date/Time
Community Health Visits,Incident First CAD Incident Number Downloaded,,DwEms,Dim_Incident_One_To_One,Incident_First_CAD_Incident_Number_Downloaded,Text
Community Health Visits,Incident First Posted Date Time,,DwEms,Dim_Incident,Incident_First_Posted_Date_Time,Date/Time
Community Health Visits,Incident First Responder Unit Dispatched Date Time (itTimes.001),itTimes.001,DwEms,Dim_Incident,Incident_First_Responder_Unit_Dispatched_Date_Time,Date/Time
Community Health Visits,Incident Form Number,,DwEms,Dim_Incident_One_To_One,Incident_Form_Number,Number
Community Health Visits,Incident Four Hour Range Of Day 12,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_FourHourRangeOfDay12,Text
Community Health Visits,Incident Four Hour Range Of Day 24,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_FourHourRangeOfDay24,Text
Community Health Visits,Incident HHMMSS Time 12,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_HHMMSS_Time_String12,Text
Community Health Visits,Incident HHMMSS Time 24,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_HHMMSS_Time_String24,Text
Community Health Visits,Incident HIH Patient Downloaded,,DwEms,Fact_Incident,Incident_HIH_Patient_Downloaded,Boolean
Community Health Visits,Incident HIH Patient Match Found,,DwEms,Fact_Incident,Incident_HIH_Patient_Match_Found,Boolean
Community Health Visits,Incident HIH Patient Searched,,DwEms,Fact_Incident,Incident_HIH_Patient_Searched,Boolean
Community Health Visits,Incident HIH POLST Downloaded,,DwEms,Fact_Incident,Incident_HIH_POLST_Downloaded,Boolean
Community Health Visits,Incident HIH POLST Searched,,DwEms,Fact_Incident,Incident_HIH_POLST_Searched,Boolean
Community Health Visits,Incident Holiday,,dbo,DSV_Dim_Incident_Date,Incident_Holiday,Text
Community Health Visits,Incident Hour Of Day 12,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Hour_Of_Day12,Text
Community Health Visits,Incident Hour Of Day 24,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Hour_Of_Day24,Number
Community Health Visits,Incident Hour Range Of Day 12,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Hour_Range_Of_Day12,Text
Community Health Visits,Incident Hour Range Of Day 24,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Hour_Range_Of_Day24,Text
Community Health Visits,Incident Hours To Enter Record,,DwEms,Fact_Incident,Incident_Hours_To_Enter_Record,Number
Community Health Visits,Incident ID (itRecord.001),itRecord.001,DwEms,Dim_Incident,Incident_ID_Internal,Text
Community Health Visits,Incident Import Method,,DwEms,Dim_Incident,Incident_Import_Method,Text
Community Health Visits,Incident Import XML File Name,,DwEms,Dim_Incident_One_To_One,Incident_Import_XML_File_Name,Text
Community Health Visits,Incident Is Holiday,,dbo,DSV_Dim_Incident_Date,Incident_Is_Holiday,Boolean
Community Health Visits,Incident Is Leap Year,,dbo,DSV_Dim_Incident_Date,Incident_Leap_Year,Text
Community Health Visits,Incident Is Weekend,,dbo,DSV_Dim_Incident_Date,Incident_Is_Weekend,Boolean
Community Health Visits,Incident Last CAD Download Date Time,,DwEms,Dim_Incident_One_To_One,Incident_Last_CAD_Download_Date_Time,Date/Time
Community Health Visits,Incident Last CAD Incident Number Downloaded,,DwEms,Dim_Incident_One_To_One,Incident_Last_CAD_Incident_Number_Downloaded,Text
Community Health Visits,Incident Locked Status,,DwEms,Dim_Incident,Incident_Locked_Status,Text
Community Health Visits,Incident Marked As Finished,,DwEms,Dim_Incident,Incident_Marked_As_Finished,Boolean
Community Health Visits,Incident Marked As Finished By Name,,DwEms,Dim_Incident,Incident_Marked_As_Finished_By_Name,Text
Community Health Visits,Incident Marked As Finished Date Time,,DwEms,Dim_Incident,Incident_Marked_As_Finished_Date_Time,Date/Time
Community Health Visits,Incident Minute Of Hour,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Minute_Of_Hour,Number
Community Health Visits,Incident Minutes To Enter Record,,DwEms,Fact_Incident,Incident_Minutes_To_Enter_Record,Number
Community Health Visits,Incident Month Abbreviation - Year,,dbo,DSV_Dim_Incident_Date,Incident_Month_Abbreviation_Year,Text
Community Health Visits,Incident Month Name,,dbo,DSV_Dim_Incident_Date,Incident_Month_Name,Text
Community Health Visits,Incident Month Name - Year,,dbo,DSV_Dim_Incident_Date,Incident_Month_Name_Year,Text
Community Health Visits,Incident Month Number,,dbo,DSV_Dim_Incident_Date,Incident_Month,Number
Community Health Visits,Incident Month Number - Year,,dbo,DSV_Dim_Incident_Date,Incident_Month_Number_Year,Text
Community Health Visits,Incident Month Number And Name,,dbo,DSV_Dim_Incident_Date,Incident_Month_Number_And_Name,Text
Community Health Visits,Incident New Status Description,,DwEms,Dim_IncidentStatus,Incident_New_Status_Description,Text
Community Health Visits,Incident New Status Number,,DwEms,Dim_IncidentStatus,Incident_New_Status_Number,Number
Community Health Visits,Incident Patient Arrived At Destination Date Time (eTimes.11),eTimes.11,DwEms,Dim_Incident,Incident_Patient_Arrived_At_Destination_Date_Time,Date/Time
Community Health Visits,Incident Patient Arrived At Destination Date Time With Not Values (eTimes.11),eTimes.11,DwEms,Dim_Incident,Incident_Patient_Arrived_At_Destination_Date_Time_With_Not_Values,Text
Community Health Visits,Incident Patient Arrived At Destination To Destination Patient Transfer Of Care In Hours,,DwEms,Fact_Incident,Incident_Patient_Arrived_at_Destination_To_Destination_Patient_Transfer_Of_Care_In_Hours,Number
Community Health Visits,Incident Patient Arrived At Destination To Destination Patient Transfer Of Care In Minutes,,DwEms,Fact_Incident,Incident_Patient_Arrived_at_Destination_To_Destination_Patient_Transfer_Of_Care_In_Minutes,Number
Community Health Visits,Incident Patient Arrived At Destination To Destination Patient Transfer Of Care Range In Minutes,,DwEms,Fact_Incident,Incident_Patient_Arrived_at_Destination_To_Destination_Patient_Transfer_Of_Care_Range_In_Minutes,Text
Community Health Visits,Incident Patient Arrived At Destination To Destination Patient Transfer Of Care Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_Patient_Arrived_at_Destination_To_Destination_Patient_Transfer_Of_Care_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Patient Arrived At Destination To Incident Record Created In Hours,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_IncidentRecordCreated_In_Hours,Number
Community Health Visits,Incident Patient Arrived At Destination To Incident Record Created In Minutes,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_IncidentRecordCreated_In_Minutes,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Back In Service In HHMMSS,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitBackInService_In_HHMMSS,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Back In Service In Minutes,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitBackInService_In_Minutes,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Back In Service In Seconds,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitBackInService_In_Seconds,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Back In Service Range In Minutes,,DwEms,Fact_Incident,Incident_Patient_Arrived_At_Destination_To_Unit_Back_In_Service_Range_In_Minutes,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Back In Service Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_Patient_Arrived_At_Destination_To_Unit_Back_In_Service_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Departed Bedside In HHMMSS,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitDepartedBedside_In_HHMMSS,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Departed Bedside In Minutes,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitDepartedBedside_In_Minutes,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Departed Bedside In Seconds,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitDepartedBedside_In_Seconds,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Departed Bedside Range In Minutes,,DwEms,Fact_Incident,Incident_Patient_Arrived_At_Destination_To_Unit_Departed_Bedside_Range_In_Minutes,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Departed Bedside Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_Patient_Arrived_At_Destination_To_Unit_Departed_Bedside_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Left Destination In HHMMSS,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitLeftDestination_In_HHMMSS,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Left Destination In Minutes,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitLeftDestination_In_Minutes,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Left Destination In Seconds,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitLeftDestination_In_Seconds,Number
Community Health Visits,Incident Patient Arrived At Destination To Unit Left Destination Range In Minutes,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitLeftDestination_Range_In_Minutes,Text
Community Health Visits,Incident Patient Arrived At Destination To Unit Left Destination Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_PatientArrivedAtDestination_To_UnitLeftDestination_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Patient Came From HIH,,DwEms,Fact_Incident,Incident_Patient_Came_From_HIH,Boolean
Community Health Visits,Incident Patient Care Report Number - PCR (eRecord.01),eRecord.01,DwEms,Dim_Incident,Incident_Patient_Care_Report_Number,Text
Community Health Visits,Incident Patient Last Known Well To Patient Arrived At Destination In Minutes,,DwEms,Fact_Incident,Incident_Patient_Last_Known_Well_To_Patient_Arrived_At_Destination_In_Minutes,Number
Community Health Visits,Incident Patient Last Known Well To Patient Arrived At Destination In Seconds,,DwEms,Fact_Incident,Incident_Patient_Last_Known_Well_To_Patient_Arrived_At_Destination_In_Seconds,Number
Community Health Visits,Incident POLST Came From HIH,,DwEms,Fact_Incident,Incident_HIH_POLST_Came_From_HIH,Boolean
Community Health Visits,Incident Potential Patient Registry List (eOther.02),eOther.02,DwEms,Dim_Incident,Incident_Potential_Patient_Registry_List,Text
Community Health Visits,Incident Protocols Used List (eProtocols.01),eProtocols.01,DwEms,Dim_Incident,Incident_Protocols_Used_List,Text
Community Health Visits,Incident Provider Notified Date Time (itTimes.008),itTimes.008,DwEms,Dim_Incident,Incident_Provider_Notified_Date_Time,Date/Time
Community Health Visits,Incident PSAP Call Date Time (eTimes.01),eTimes.01,DwEms,Dim_Incident,Incident_PSAP_Call_Date_Time,Date/Time
Community Health Visits,Incident PSAP Call Date Time With Not Values (eTimes.01),eTimes.01,DwEms,Dim_Incident,Incident_PSAP_Call_Date_Time_With_Not_Values,Text
Community Health Visits,Incident PSAP Call To Dispatch Notified In HHMMSS,,DwEms,Fact_Incident,Incident_PSAPCall_To_DispatchNotified_In_HHMMSS,Text
Community Health Visits,Incident PSAP Call To Dispatch Notified In Minutes,,DwEms,Fact_Incident,Incident_PSAPCall_To_DispatchNotified_In_Minutes,Number
Community Health Visits,Incident PSAP Call To Dispatch Notified In Seconds,,DwEms,Fact_Incident,Incident_PSAPCall_To_DispatchNotified_In_Seconds,Number
Community Health Visits,Incident PSAP Call To Dispatch Notified Range In Seconds,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Dispatch_Notified_Range_In_Seconds,Text
Community Health Visits,Incident PSAP Call To Dispatch Notified Range In Seconds Sort Order,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Dispatch_Notified_Range_In_Seconds_Sort_Order,Number
Community Health Visits,Incident PSAP Call To Incident Record Created In Hours,,DwEms,Fact_Incident,Incident_PSAPCall_To_IncidentRecordCreated_In_Hours,Number
Community Health Visits,Incident PSAP Call To Incident Record Created In Minutes,,DwEms,Fact_Incident,Incident_PSAPCall_To_IncidentRecordCreated_In_Minutes,Number
Community Health Visits,Incident PSAP Call To Unit Arrived At Patient In HHMMSS,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedAtPatient_In_HHMMSS,Text
Community Health Visits,Incident PSAP Call To Unit Arrived At Patient In Minutes,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedAtPatient_In_Minutes,Number
Community Health Visits,Incident PSAP Call To Unit Arrived At Patient In Seconds,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedAtPatient_In_Seconds,Number
Community Health Visits,Incident PSAP Call To Unit Arrived At Patient Range In Minutes,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Arrived_At_Patient_Range_In_Minutes,Text
Community Health Visits,Incident PSAP Call To Unit Arrived At Patient Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Arrived_At_Patient_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident PSAP Call To Unit Arrived On Scene In HHMMSS,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedOnScene_In_HHMMSS,Text
Community Health Visits,Incident PSAP Call To Unit Arrived On Scene In Minutes,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedOnScene_In_Minutes,Number
Community Health Visits,Incident PSAP Call To Unit Arrived On Scene In Seconds,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitArrivedOnScene_In_Seconds,Number
Community Health Visits,Incident PSAP Call To Unit Arrived On Scene Range In Minutes,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Arrived_On_Scene_Range_In_Minutes,Text
Community Health Visits,Incident PSAP Call To Unit Arrived On Scene Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Arrived_On_Scene_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident PSAP Call To Unit Notified By Dispatch In HHMMSS,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitNotifiedByDispatch_In_HHMMSS,Text
Community Health Visits,Incident PSAP Call To Unit Notified By Dispatch In Minutes,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitNotifiedByDispatch_In_Minutes,Number
Community Health Visits,Incident PSAP Call To Unit Notified By Dispatch In Seconds,,DwEms,Fact_Incident,Incident_PSAPCall_To_UnitNotifiedByDispatch_In_Seconds,Number
Community Health Visits,Incident PSAP Call To Unit Notified By Dispatch Range In Minutes,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Notified_By_Dispatch_Range_In_Minutes,Text
Community Health Visits,Incident PSAP Call To Unit Notified By Dispatch Range In Minutes Sort Order,,DwEms,Fact_Incident,Incident_PSAP_Call_To_Unit_Notified_By_Dispatch_Range_In_Minutes_Sort_Order,Number
Community Health Visits,Incident Receiving Hospital Contacted Date Time (itTimes.007),itTimes.007,DwEms,Dim_Incident,Incident_Receiving_Hospital_Contacted_Date_Time,Date/Time
Community Health Visits,Incident Record Created By,,DwEms,Dim_Incident,Incident_Record_Created_By,Text
Community Health Visits,Incident Record Creation Date Time,,DwEms,Dim_Incident,Incident_Record_Creation_Date_Time,Date/Time
Community Health Visits,Incident Record Creation To New Status Change In Days,,DwEms,Dim_IncidentStatus,Incident_Record_Creation_To_New_Status_Change_In_Days,Number
Community Health Visits,Incident Record Creation To New Status Change In Hours,,DwEms,Dim_IncidentStatus,Incident_Record_Creation_To_New_Status_Change_In_Hours,Number
Community Health Visits,Incident Record Creation To New Status Change In Minutes,,DwEms,Dim_IncidentStatus,Incident_Record_Creation_To_New_Status_Change_In_Minutes,Number
Community Health Visits,Incident Record Modification Date Time,,DwEms,Dim_Incident,Incident_Record_Modification_Date_Time,Date/Time
Community Health Visits,Incident Record Modified By,,DwEms,Dim_Incident,Incident_Record_Modified_By,Text
Community Health Visits,Incident Record NEMSIS UUID,,DwEms,Dim_Incident,NemsisUUID,Text
Community Health Visits,Incident Record NEMSIS Version,,DwEms,Fact_Incident,Reporting_Standard,Text
Community Health Visits,Incident Record Software Creator (eRecord.02),eRecord.02,DwEms,Dim_Incident,Incident_Record_Software_Creator,Text
Community Health Visits,Incident Record Software Name (eRecord.03),eRecord.03,DwEms,Dim_Incident,Incident_Record_Software_Name,Text
Community Health Visits,Incident Record Software Version (eRecord.04),eRecord.04,DwEms,Dim_Incident,Incident_Record_Software_Version,Text
Community Health Visits,Incident Review Requested (eOther.01),eOther.01,DwEms,Dim_Incident,Incident_Review_Requested,Text
Community Health Visits,Incident Second After Midnight,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Second_After_Midnight,Number
Community Health Visits,Incident Second Of Minute,,dbo,DSV_Dim_Incident_Time_Of_Day,Incident_Second_Of_Minute,Number
Community Health Visits,Incident Signature Date Time (eOther.19),eOther.19,DwEms,Dim_Signature,Incident_Signature_Date_Time,Date/Time
Community Health Visits,Incident Signature Date Time Invalid (eOther.19),eOther.19,DwEms,Dim_Signature,Incident_Signature_Date_Time_Invalid,Date/Time
